15230058	188		2942				
15230058	195		3137				
15230058	199		3336				
15230058	211		3547				
15230058	223		3770				
15230058	234		4004				
15230058	243		4247				
16337423	30		30	30			
16337423	42		72	72			
16337423	43		115	115			
16337423	52		167	167			
16337423	57		224	224			
17408939	30		30	30			
17408939	40		70	70			
17408939	44		114	114			
17408939	45		159	159			
17408939	55		214	214			
17408939	55		269	269			
17408939	56		325	325			
17408939	65		390	390			
17408939	69		459	459	17408939		
17408939	77		536				
17408939	84		620				
17408939	89		709				
19540689	33		33	33			
19540689	43		76	76			
19540689	55		131	131			
19540689	64		195	195			
19540689	64		259	259			
19540689	69		328	328			
19540689	77		405	405			
19540689	78		483	483	19540689		
19540689	84		567				
19540689	93		660				
19540689	104		764				
19540689	109		873				
19540689	117		990				
19540689	125		1115				
19540689	133		1248				
20357889	36		36	36			
20357889	46		82	82			
20357889	58		140	140			
20357889	61		201	201			
20357889	64		265	265			
21611341	28		28	28			
21611341	37		65	65			
21611341	41		106	106			
21611341	45		151	151			
21611341	47		198	198			
21611341	53		251	251			
21611341	56		307	307			
21611341	57		364	364			
21611341	64		428	428			
21611341	69		497	497			
23256567	29		29	29			
23256567	37		66	66			
23256567	42		108	108			
23256567	44		152	152			
23256567	45		197	197			
23256567	48		245	245			
23256567	58		303	303			
23256567	62		365	365			
23256567	67		432	432	23256567		
23256567	72		504				
23256567	74		578				
23256567	77		655				
23256567	88		743				
23639756	27		27	27			
23639756	39		66	66			
23639756	43		109	109			
23639756	48		157	157			
23639756	53		210	210			
23639756	62		272	272			
23639756	67		339	339			
23639756	76		415	415	23639756		
23639756	87		502				
23639756	94		596				
23639756	100		696				
23639756	106		802				
23639756	109		911				
23639756	120		1031				
23639756	125		1156				
25629561	35		35	35			
25629561	44		79	79			
25629561	44		123	123			
25629561	51		174	174			
25629561	58		232	232			
25629561	62		294	294			
25629561	62		356	356			
25629561	70		426	426	25629561		
25629561	80		506				
25629561	83		589				
25629561	92		681				
25629561	99		780				
25629561	109		889				
25629561	121		1010				
25629561	127		1137				
25629561	132		1269				
25629561	135		1404				
25629561	138		1542				
25629561	141		1683				
25629561	147		1830				
28057374	34		34	34			
28057374	35		69	69			
28057374	37		106	106			
28057374	44		150	150			
28057374	52		202	202			
28057374	53		255	255			
28057374	55		310	310			
28057374	65		375	375			
28057374	72		447	447	28057374		
28057374	81		528				
28057374	82		610				
31815922	28		28	28			
31815922	30		58	58			
31815922	35		93	93			
31815922	46		139	139			
31815922	50		189	189			
31815922	59		248	248			
31815922	71		319	319			
31815922	75		394	394			
31815922	79		473	473	31815922		
31815922	84		557				
31815922	88		645				
31815922	92		737				
31815922	103		840				
31815922	109		949				
31815922	117		1066				
31815922	121		1187				
31815922	127		1314				
31815922	139		1453				
31961290	31		31	31			
31961290	41		72	72			
31961290	50		122	122			
31961290	61		183	183			
31961290	65		248	248			
31961290	73		321	321			
31961290	85		406	406	31961290		
31961290	95		501				
31961290	102		603				
31961290	104		707				
31961290	104		811				
31961290	105		916				
31961290	108		1024				
31961290	109		1133				
31961290	113		1246				
31961290	113		1359				
33580032	27		27	27			
33580032	35		62	62			
33580032	41		103	103			
33580032	43		146	146			
33580032	48		194	194			
33648067	37		37	37			
33648067	43		80	80			
33648067	48		128	128			
33648067	58		186	186			
33648067	58		244	244			
33648067	67		311	311			
33648067	77		388	388			
33648067	86		474	474	33648067		
33648067	95		569				
33648067	106		675				
37269531	33		33	33			
37269531	34		67	67			
37269531	36		103	103			
37269531	42		145	145			
37269531	49		194	194			
37947044	31		31	31			
37947044	34		65	65			
37947044	42		107	107			
37947044	53		160	160			
37947044	56		216	216			
37947044	68		284	284			
37947044	68		352	352			
37947044	76		428	428	37947044		
37947044	88		516				
37947044	94		610				
37947044	106		716				
37947044	116		832				
37947044	127		959				
37947044	138		1097				
37947044	143		1240				
37947044	147		1387				
37947044	150		1537				
37947044	151		1688				
38788494	35		35	35			
38788494	46		81	81			
38788494	53		134	134			
38788494	53		187	187			
38788494	58		245	245			
40334689	37		37	37			
40334689	47		84	84			
40334689	52		136	136			
40334689	59		195	195			
40334689	63		258	258			
40334689	65		323	323			
40334689	70		393	393			
40334689	79		472	472	40334689		
40334689	87		559				
40334689	99		658				
40334689	103		761				
40334689	110		871				
41643757	28		28	28			
41643757	28		56	56			
41643757	30		86	86			
41643757	37		123	123			
41643757	40		163	163			
41643757	47		210	210			
41643757	57		267	267			
41643757	60		327	327			
43068317	30		30	30			
43068317	35		65	65			
43068317	44		109	109			
43068317	51		160	160			
43068317	58		218	218			
43068317	64		282	282			
43068317	76		358	358			
43068317	88		446	446	43068317		
43068317	95		541				
43068317	97		638				
43068317	102		740				
43068317	103		843				
44617376	25		25	25			
44617376	37		62	62			
44617376	49		111	111			
44617376	59		170	170			
44617376	60		230	230			
44617376	63		293	293			
44617376	73		366	366			
44617376	80		446	446	44617376		
44617376	84		530				
44617376	84		614				
44617376	95		709				
44617376	106		815				
44617376	117		932				
44617376	122		1054				
44617376	124		1178				
44617376	136		1314				
45079278	34		34	34			
45079278	36		70	70			
45079278	44		114	114			
45079278	44		158	158			
45079278	47		205	205			
45079278	47		252	252			
45079278	58		310	310			
45079278	61		371	371			
45079278	62		433	433			
45079278	64		497	497	45079278		
45079278	66		563				
45079278	69		632				
45079278	76		708				
45079278	77		785				
45079278	87		872				
45079278	93		965				
45079278	97		1062				
46160172	31		31	31			
46160172	42		73	73			
46160172	52		125	125			
46160172	63		188	188			
46160172	72		260	260			
47776768	35		35	35			
47776768	38		73	73			
47776768	46		119	119			
47776768	58		177	177			
47776768	64		241	241			
47776768	64		305	305			
47776768	66		371	371			
47776768	78		449	449	47776768		
47776768	84		533				
47776768	84		617				
47776768	87		704				
47776768	94		798				
47776768	106		904				
47776768	107		1011				
47776768	115		1126				
47776768	118		1244				
47776768	119		1363				
47776768	125		1488				
47776768	129		1617				
47776768	139		1756				
47776768	150		1906				
47776768	162		2068				
49098703	25		25	25			
49098703	33		58	58			
49098703	37		95	95			
49098703	43		138	138			
49098703	52		190	190			
49098703	58		248	248			
49098703	58		306	306			
49098703	63		369	369			
49098703	65		434	434	49098703		
49098703	72		506				
49098703	72		578				
49098703	80		658				
50360298	35		35	35			
50360298	44		79	79			
50360298	48		127	127			
50360298	59		186	186			
50360298	63		249	249			
50360298	66		315	315			
50360298	72		387	387			
50371337	34		34	34			
50371337	43		77	77			
50371337	44		121	121			
50371337	51		172	172			
50371337	57		229	229			
50371337	57		286	286			
50371337	67		353	353			
50371337	69		422	422			
50371337	78		500	500	50371337		
50371337	81		581				
50371337	93		674				
50371337	100		774				
50371337	112		886				
50371337	119		1005				
52235281	25		25	25			
52235281	29		54	54			
52235281	32		86	86			
52235281	35		121	121			
52235281	36		157	157			
52235281	37		194	194			
52235281	38		232	232			
52616440	32		32	32			
52616440	44		76	76			
52616440	55		131	131			
52616440	66		197	197			
52616440	78		275	275			
52616440	85		360	360			
52616440	87		447	447	52616440		
52616440	94		541				
52616440	106		647				
52616440	116		763				
55093056	26		26	26			
55093056	32		58	58			
55093056	37		95	95			
55093056	37		132	132			
55093056	44		176	176			
55093056	46		222	222			
55093056	52		274	274			
55093056	63		337	337			
56440505	30		30	30			
56440505	41		71	71			
56440505	53		124	124			
56440505	61		185	185			
56440505	69		254	254			
56440505	78		332	332			
56440505	85		417	417	56440505		
56440505	86		503				
56440505	98		601				
56440505	106		707				
56440505	116		823				
56440505	118		941				
56440505	118		1059				
56440505	127		1186				
56440505	130		1316				
56440505	141		1457				
56440505	144		1601				
56440505	149		1750				
56440505	157		1907				
56440505	159		2066				
56440505	168		2234				
58859540	25		25	25			
58859540	30		55	55			
58859540	36		91	91			
58859540	47		138	138			
58859540	58		196	196			
58859540	68		264	264			
61763445	31		31	31			
61763445	36		67	67			
61763445	37		104	104			
61763445	48		152	152			
61763445	60		212	212			
62198197	35		35	35			
62198197	44		79	79			
62198197	48		127	127			
62198197	51		178	178			
62198197	63		241	241			
62198197	75		316	316			
62601368	26		26	26			
62601368	28		54	54			
62601368	38		92	92			
62601368	49		141	141			
62601368	59		200	200			
62601368	66		266	266			
62601368	68		334	334			
62601368	71		405	405			
62601368	79		484	484	62601368		
62601368	81		565				
62601368	87		652				
62601368	91		743				
62601368	95		838				
62601368	105		943				
63308921	25		25	25			
63308921	37		62	62			
63308921	47		109	109			
63308921	48		157	157			
63308921	53		210	210			
63308921	63		273	273			
63308921	70		343	343			
63308921	79		422	422	63308921		
63308921	90		512				
63308921	91		603				
63308921	93		696				
63308921	103		799				
63308921	113		912				
63308921	124		1036				
63597377	30		30	30			
63597377	35		65	65			
63597377	44		109	109			
63597377	48		157	157			
63597377	59		216	216			
63597377	69		285	285			
64727783	35		35	35			
64727783	40		75	75			
64727783	42		117	117			
64727783	46		163	163			
66965970	27		27	27			
66965970	38		65	65			
66965970	42		107	107			
66965970	44		151	151			
66965970	46		197	197			
66965970	52		249	249			
66965970	54		303	303			
67441391	31		31	31			
67441391	31		62	62			
67441391	43		105	105			
67441391	48		153	153			
67441391	60		213	213			
67441391	72		285	285			
67441391	84		369	369			
67441391	87		456	456	67441391		
67441391	90		546				
67441391	93		639				
67441391	102		741				
67441391	114		855				
67441391	116		971				
67441391	126		1097				
67441391	132		1229				
67441391	144		1373				
67441391	150		1523				
67441391	155		1678				
67441391	164		1842				
67536438	26		26	26			
67536438	34		60	60			
67536438	43		103	103			
67536438	43		146	146			
67536438	44		190	190			
67536438	46		236	236			
67536438	50		286	286			
67536438	55		341	341			
68517181	34		34	34			
68517181	34		68	68			
68517181	35		103	103			
68517181	43		146	146			
68517181	49		195	195			
68517181	55		250	250			
68517181	57		307	307			
68517181	59		366	366			
68517181	70		436	436	68517181		
68517181	70		506				
68517181	70		576				
68517181	72		648				
68517181	74		722				
68517181	75		797				
68517181	81		878				
68517181	81		959				
68517181	83		1042				
68517181	87		1129				
68517181	98		1227				
68517181	108		1335				
68785439	30		30	30			
68785439	30		60	60			
68785439	34		94	94			
68785439	43		137	137			
68785439	52		189	189			
68785439	63		252	252			
68785439	66		318	318			
68785439	68		386	386			
68785439	73		459	459			
71792152	33		33	33			
71792152	37		70	70			
71792152	44		114	114			
71792152	54		168	168			
71792152	63		231	231			
71792152	73		304	304			
71792152	79		383	383			
71792152	86		469	469	71792152		
71792152	98		567				
71792152	103		670				
71792152	104		774				
71814353	37		37	37			
71814353	41		78	78			
71814353	41		119	119			
71814353	41		160	160			
71814353	49		209	209			
71814353	50		259	259			
71814353	56		315	315			
71814353	61		376	376			
71814353	70		446	446	71814353		
71814353	80		526				
71814353	81		607				
71814353	89		696				
71814353	101		797				
71814353	106		903				
71814353	112		1015				
71814353	117		1132				
71814353	124		1256				
71814353	131		1387				
73342411	31		31	31			
73342411	43		74	74			
73342411	51		125	125			
73342411	61		186	186			
73342411	62		248	248			
73342411	66		314	314			
73342411	67		381	381			
73342411	70		451	451			
74381109	27		27	27			
74381109	29		56	56			
74381109	31		87	87			
74381109	34		121	121			
74381109	37		158	158			
74381109	40		198	198			
74381109	40		238	238			
76042245	32		32	32			
76042245	38		70	70			
76042245	50		120	120			
76042245	55		175	175			
76042245	60		235	235			
76042245	68		303	303			
76042245	69		372	372			
76042245	78		450	450	76042245		
76042245	86		536				
76042245	89		625				
76042245	93		718				
76042245	95		813				
76042245	98		911				
76042245	107		1018				
76042245	111		1129				
77240996	34		34	34			
77240996	35		69	69			
77240996	43		112	112			
77240996	51		163	163			
77240996	58		221	221			
77240996	60		281	281			
77240996	67		348	348			
77240996	74		422	422	77240996		
77240996	82		504				
77240996	91		595				
77240996	100		695				
77240996	109		804				
77240996	118		922				
77240996	126		1048				
77240996	136		1184				
77240996	145		1329				
77240996	152		1481				
77240996	152		1633				
77240996	156		1789				
78520803	30		30	30			
78520803	33		63	63			
78520803	42		105	105			
78520803	46		151	151			
78520803	52		203	203			
78520803	61		264	264			
78520803	67		331	331			
78782759	30		30	30			
78782759	37		67	67			
78782759	43		110	110			
78782759	54		164	164			
78782759	63		227	227			
78782759	73		300	300			
78782759	75		375	375			
78782759	79		454	454	78782759		
78782759	80		534				
78782759	83		617				
78782759	87		704				
78782759	99		803				
78782759	100		903				
78782759	104		1007				
78782759	112		1119				
78782759	123		1242				
78782759	134		1376				
78782759	140		1516				
78782759	145		1661				
79887965	29		29	29			
79887965	33		62	62			
79887965	33		95	95			
79887965	36		131	131			
79887965	37		168	168			
79887965	43		211	211			
79887965	45		256	256			
79887965	51		307	307			
79887965	57		364	364			
79887965	63		427	427			
79887965	64		491	491	79887965		
79887965	73		564				
79887965	81		645				
79887965	92		737				
79887965	103		840				
79887965	105		945				
79887965	105		1050				
79887965	112		1162				
79887965	112		1274				
79887965	112		1386				
79887965	120		1506				
79887965	131		1637				
79887965	139		1776				
79887965	150		1926				
79887965	159		2085				
79887965	165		2250				
79887965	177		2427				
79887965	184		2611				
79887965	185		2796				
79887965	189		2985				
79887965	200		3185				
79887965	200		3385				
80470828	28		28	28			
80470828	32		60	60			
80470828	35		95	95			
80470828	42		137	137			
80470828	46		183	183			
80470828	46		229	229			
80470828	51		280	280			
80470828	60		340	340			
80470828	66		406	406			
80470828	71		477	477	80470828		
80470828	74		551				
80470828	77		628				
80470828	88		716				
80470828	94		810				
80470828	97		907				
80470828	107		1014				
80470828	116		1130				
80470828	121		1251				
80470828	130		1381				
80470828	141		1522				
82396295	34		34	34			
82396295	45		79	79			
82396295	53		132	132			
82396295	65		197	197			
82396295	75		272	272			
82396295	84		356	356			
82396295	88		444	444	82396295		
82396295	94		538				
82396295	102		640				
82396295	109		749				
82396295	115		864				
82396295	124		988				
82396295	133		1121				
83740252	34		34	34			
83740252	41		75	75			
83740252	46		121	121			
83740252	47		168	168			
83740252	57		225	225			
83740252	58		283	283			
83740252	58		341	341			
83740252	69		410	410			
83740252	70		480	480	83740252		
83740252	82		562				
83740252	90		652				
83740252	101		753				
83740252	103		856				
83740252	106		962				
83740252	116		1078				
83740252	122		1200				
83740252	122		1322				
83740252	130		1452				
83740252	131		1583				
83740252	139		1722				
83740252	148		1870				
83740252	149		2019				
83740252	153		2172				
83740252	161		2333				
83740252	167		2500				
83740252	177		2677				
83740252	187		2864				
83740252	198		3062				
83740252	202		3264				
83942152	25		25	25			
83942152	37		62	62			
83942152	44		106	106			
83942152	56		162	162			
83942152	59		221	221			
83942152	70		291	291			
83942152	80		371	371			
83942152	91		462	462	83942152		
83942152	93		555				
83942152	98		653				
84337138	25		25	25			
84337138	25		50	50			
84337138	27		77	77			
84337138	30		107	107			
84337138	33		140	140			
84337138	45		185	185			
84337138	48		233	233			
84337138	48		281	281			
84337138	51		332	332			
85318663	33		33	33			
85318663	39		72	72			
85318663	43		115	115			
85318663	49		164	164			
85318663	51		215	215			
85318663	54		269	269			
85318663	55		324	324			
85318663	58		382	382			
85318663	60		442	442	85318663		
85318663	64		506				
85318663	74		580				
85318663	80		660				
86285904	34		34	34			
86285904	45		79	79			
86285904	46		125	125			
86285904	53		178	178			
86285904	63		241	241			
86285904	72		313	313			
86285904	81		394	394			
86285904	93		487	487	86285904		
86285904	99		586				
86285904	104		690				
86285904	113		803				
86285904	117		920				
87209098	33		33	33			
87209098	40		73	73			
87209098	46		119	119			
87209098	53		172	172			
87209098	65		237	237			
87209098	68		305	305			
87209098	74		379	379			
87209098	79		458	458	87209098		
87209098	80		538				
87209098	81		619				
87596820	35		35	35			
87596820	37		72	72			
87596820	44		116	116			
87596820	55		171	171			
87596820	58		229	229			
87596820	59		288	288			
87596820	71		359	359			
87596820	73		432	432	87596820		
87596820	85		517				
87596820	96		613				
87596820	101		714				
87596820	113		827				
87596820	117		944				
87596820	125		1069				
87596820	126		1195				
87596820	133		1328				
87596820	140		1468				
87596820	147		1615				
87596820	158		1773				
87596820	166		1939				
87596820	174		2113				
87596820	175		2288				
87596820	183		2471				
87596820	188		2659				
87723802	31		31	31			
87723802	32		63	63			
87723802	44		107	107			
87723802	54		161	161			
87723802	59		220	220			
87723802	67		287	287			
87723802	75		362	362			
87723802	84		446	446	87723802		
87723802	87		533				
87723802	91		624				
87723802	96		720				
89158630	35		35	35			
89158630	42		77	77			
89158630	51		128	128			
89158630	60		188	188			
89158630	70		258	258			
89158630	75		333	333			
89158630	77		410	410			
89158630	82		492	492	89158630		
89158630	92		584				
89158630	100		684				
89158630	107		791				
89158630	119		910				
89158630	127		1037				
89158630	139		1176				
89158630	145		1321				
89158630	149		1470				
89158630	159		1629				
89158630	162		1791				
89158630	173		1964				
90138353	33		33	33			
90138353	41		74	74			
90138353	53		127	127			
90138353	60		187	187			
90255426	27		27	27			
90255426	33		60	60			
90255426	38		98	98			
90255426	40		138	138			
90255426	48		186	186			
90255426	49		235	235			
90255426	57		292	292			
90255426	69		361	361			
90255426	79		440	440	90255426		
90255426	86		526				
90255426	97		623				
90255426	100		723				
90255426	112		835				
92397977	29		29	29			
92397977	31		60	60			
92397977	34		94	94			
92397977	36		130	130			
92397977	48		178	178			
92397977	58		236	236			
92397977	63		299	299			
92397977	71		370	370			
92397977	79		449	449	92397977		
92397977	89		538				
92397977	100		638				
92397977	107		745				
92397977	107		852				
92397977	118		970				
92397977	125		1095				
92397977	132		1227				
92397977	141		1368				
92397977	147		1515				
92397977	151		1666				
92397977	158		1824				
92397977	159		1983				
92397977	171		2154				
92397977	182		2336				
92397977	193		2529				
92397977	195		2724				
93421613	29		29	29			
93421613	34		63	63			
93421613	41		104	104			
93421613	42		146	146			
93421613	45		191	191			
93421613	56		247	247			
93421613	61		308	308			
93421613	70		378	378			
93421613	71		449	449	93421613		
93421613	71		520				
93421613	71		591				
93421613	74		665				
93421613	85		750				
94675477	27		27	27			
94675477	32		59	59			
94675477	42		101	101			
94675477	42		143	143			
94675477	43		186	186			
94675477	51		237	237			
94675477	52		289	289			
94675477	64		353	353			
94675477	68		421	421			
94675477	72		493	493			
94966933	29		29	29			
94966933	30		59	59			
94966933	36		95	95			
94966933	36		131	131			
94966933	41		172	172			
94966933	43		215	215			
94966933	53		268	268			
94966933	60		328	328			
94966933	60		388	388			
95251989	28		28	28			
95251989	29		57	57			
95251989	38		95	95			
95251989	38		133	133			
95251989	50		183	183			
95251989	61		244	244			
95251989	72		316	316			
95251989	79		395	395			
95251989	80		475	475	95251989		
95251989	81		556				
95251989	87		643				
95251989	96		739				
95251989	102		841				
95251989	107		948				
95251989	107		1055				
95251989	116		1171				
95251989	122		1293				
95433486	31		31	31			
95433486	42		73	73			
95433486	43		116	116			
95433486	53		169	169			
95433486	60		229	229			
95433486	65		294	294			
95433486	71		365	365			
95433486	79		444	444	95433486		
95433486	90		534				
95433486	97		631				
96605874	36		36	36			
96605874	45		81	81			
96605874	57		138	138			
96605874	65		203	203			
96605874	70		273	273			
96605874	80		353	353			
96605874	92		445	445	96605874		
96605874	99		544				
96605874	104		648				
96605874	115		763				
96605874	123		886				
96605874	132		1018				
96605874	135		1153				
96605874	147		1300				
96605874	152		1452				
96605874	163		1615				
96605874	172		1787				
97815725	36		36	36			
97815725	43		79	79			
97815725	49		128	128	97815725		
